text,intent
are there any negative reviews for wendy's,0
text nick and tell him the car's ready,26
what is the cashback rate for my credit card,42
does united airlines allow more than one carry on,62
what is there on january 1st on my calendar,60
"i don't need eggs anymore, but i do need milk",125
i'd like to transfer $400 from household to savings account,133
how do you make fried rice,104
how many vacation days do i have saved up,126
can you get uber for two people going to 27 moss lane,39
i need to have a timer for 10 minutes,32
how many calories does jumping up and down burn,42
tell me the status of my tires and when i need to replace them,47
turn my drake playlist on,106
how many pints are in four cups,31
"ai, what do people call you",75
would late payments hurt my credit,28
how do they say hello in france,61
remind me to put gas in my car,53
how much does a nintendo switch cost,42
tell the bank i will be traveling internationally soon,146
i need to know the difference between inches and centimeters,31
i want recommendations for good sushi spots in los angeles,145
"ai, my name is deb please use my name when you talk to me",144
how much money did i use to spend on catering five hours ago,71
who won in the gsw vs suns game last night,42
"think about if you could only say one or the other, which animal do you see yourself choosing, cats or dogs",34
do i have any meetings on my calendar today,19
i need to find out do you know if zeus does reservations,9
i don't understand your language; switch the language,29
"hello, how's your day",82
what are the things you can help me with,115
tell me carry-on info for united,62
i want the name of your boss,57
i applied for a new credit card; did it process yet,103
i'll have to cancel my reservation for tonight,67
what is the weather doing in austin,5
do i have any meetings today between 9 and 10,19
what song am i hearing,21
tell me my name,11
yes i am,107
i'm unable to use my card because it's been ruined,87
can you tell me all the reminders i have set on my reminder list,76
look for funny jokes,36
what's my pin for my fidelity account,89
when was my car in the shop last,37
i need to know how much tax i pay from my earnings,94
is there a routing number for wells fargo,45
whisper from now on,14
is there a way to increase the limit of my credit to 5000 dollars,109
what is the right way to say excuse me in spanish,61
what timezone is canada in,66
what steps can i take to make sure my credit score doesn't go down,28
please only use a whisper when speaking,14
are you a live human being,117
tell me my first national account's routing number,45
good seeing you,114
what date will my card be here,90
should i get an oil change,123
what does it look like my state taxes will add up to,94
what's the minimum payment on my gas bill,143
"what age were you on your last birthday, ai",99
what's the news with my delta flight,80
what's the best place to just get away from it all,149
let me know the status of my american airlines flight,80
i would like to know the minimum payment for my credit card,143
tell me the reviews for bjs,0
what kind of miles per gallon do i get while driving through a city,142
what are the steps i need to do to change the oil in my car,3
tell me my reminders,76
what's the eta for a new card to come in the mail,90
where is your home town,77
tell me how many vacation days i've used,148
what interest rate am i getting from bank of america,7
how to be millionare,42
is there a certain kind of fuel needed,8
i want to know when i was last paid,79
find articles that can help me advance my position in my work field,42
how much over will overdraft protection cover,42
tell me the amount of gas i have,110
whats your age range,99
the male voice please,51
how many day of my vacation are left for the year,126
i'm unsure of the proper answer,121
did madison really bathe in the potomac naked,42
how long will a new card take to come in the mail,90
what do you call yourself,75
appreciate the help,124
